Model Functioning Without Errors,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124
,,,Equity Value,,,,,,,-61689129.91365363,-52955501.89400908,-46351131.251451924,-38903723.6396852,-30822300.66001086,-22256147.98843937,-13289034.378512751,-3997441.3052637964,5567096.879547718,15349940.494149929,25336988.007210124,35479363.332451135,45768795.60395769,56162504.88631943,66668746.77882503,77258651.38983853,87897778.28888328,98615464.15508941,109115826.29741341,109917396.87762405,110724855.83733808,111485589.77521741,112304568.76216727,113102856.90379995,113933716.4198591,114743584.93858987,115586497.32880525,116435601.79762752,117263254.32506616,118124676.33868441,118964335.21805802,119838253.46109274,120718591.55335455,121519292.85498698,122411979.95076229,123282114.02514195,124187750.8976464,125070507.58306299,125989282.08839779,126914805.959414,160839940.74384138,162862830.3616709,164418058.7154828,166789620.85540712,168599511.20401123,170971257.5002796,190927601.73467335,193535178.35769898,195545087.608578,198380057.9946235,210104935.6167905,212961802.50020874,215287794.48193064,218206731.9674636,220796291.41757402,224131307.7738433,226810250.08788377,230331512.8452914,233142957.85977587,236884859.0454233,240285629.53169566,244286580.91275227,247908697.85215518,252308468.47340333,245347138.81393126,238930682.967965,232030431.2339552,225394368.21543527,218146736.7078228,211072426.39346713,203592510.40989402,196483777.84584275,188923175.38175687,181580697.55071405,173609088.642413,165887537.95061707,157638739.5818833,149716278.71870306,141546746.20437646,133454983.00408256,124757799.03094429,116263195.68365467,107244364.76931962,98621780.28074522,89640579.42230497,80686448.31224206,71318138.88564058,62010837.52533135,52214269.509820476,42777470.932335466,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Project Value,,,,,,,-73486858.52784775,-64203449.15685322,-56928449.605388895,-49308183.73471139,-41126400.70028443,-32504689.476612873,-23512139.12980267,-14222510.986504193,-4682008.931691902,5064856.996644535,14990190.379442126,25057226.939708985,35252160.67779782,45539984.98897358,55921715.350818686,66372748.43802719,76863912.00941525,87414932.64961863,97979508.1985172,108588435.29299532,119213250.22594626,129792894.02883932,140426723.75218934,151024147.76744434,161641011.09088427,172205395.28582466,182782552.32096586,193332270.06871706,203807875.3561453,214288362.9622466,224681586.11419916,235075513.4091676,245420320.15205282,255554617.5497964,265789135.13584328,275907124.7714358,286018470.1507717,296002935.60345477,305979002.7301403,315883549.11717415,376375008.4117604,370864948.50982857,366433956.4110747,362420504.8685507,357792309.66328835,353445149.40250087,357300439.9744127,352602234.7842641,347278020.33083516,342332043.51476574,340771595.5603978,335418147.5497393,329501289.8085839,323860195.3535133,317785468.7131116,311958861.80974716,305464456.2887552,299335749.9368019,292598256.14342237,286372419.4824424,279691924.1382834,273183284.38025784,266201560.27988824,259461092.6663554,252133125.77779704,245293830.82571185,237986226.11462125,230942293.87314227,223300935.71859846,215836841.56328404,207984707.1065517,200506208.23682153,192593890.90623304,184903762.028321,176604007.99818087,168560549.97291556,160008428.69467497,151792670.58273098,143350600.4427778,134996149.22340274,126058929.14408413,117336792.63355517,108114441.29706123,99302879.84040104,90155802.41249812,81054332.76288098,71564702.73338333,62156370.63040409,52286592.45378405,42799451.52685765,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Equity Balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Opening Balance,,,,,,,False,9107391.780821197,16049777.18924857,23780889.48486017,32079858.491118472,40808313.709539875,49869222.28493885,59189966.62484294,68713906.85880601,78395608.36630009,88197886.36375447,98089845.77735265,108045509.95490903,118042820.21710035,128062881.50894164,138089378.83612186,148108116.86078513,158106651.28176057,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,174636866.03274354,174865088.14587066,175206279.7666128,175790341.01294068,176449604.44365767,177279502.02951518,178241468.97076106,179350210.21674213,180552163.3390433,182015466.9751969,183568504.70979187,185307339.6133027,187152770.9652578,189151001.64335182,191302972.7233528,193714037.68569884,196229490.68098292,198945172.61903003,201783446.64295915,204615295.49555948,207587483.46044633,210835491.5419417,214241673.78045988,217838553.26361227,221565936.86383894,214605304.71605837,207451231.39055318,200658097.27279735,193510109.6275652,186565992.95795196,179513868.42793646,172556478.9036864,165418056.47636238,158640769.92580357,151508828.62834683,144666294.82089746,137540095.46564358,130495533.77501923,123464207.637291,116703764.19482385,109588877.26638962,102758090.62778361,95649307.11232634,88698533.19578876,81594420.79421517,74761413.13041693,67755111.01066993,60936728.5766927,53846450.70843868,46899023.90962263,39813691.17474334,6799999.999999724,6799999.999999716,6799999.999999707,6799999.999999697,6799999.999999688,6799999.999999679,6799999.999999668,6799999.999999658,6799999.999999648,6799999.999999638,6799999.999999627,6799999.999999615,6799999.999999604,6799999.999999592,6799999.99999958,6799999.999999568,6799999.999999555,6799999.999999542,6799999.999999529,6799999.999999515,6799999.999999501,6799999.999999487,6799999.999999472,6799999.999999457
,,,Add: New Issues,,,,,,,9107391.780821197,6942385.4084273735,7731112.2956116,8298969.0062583005,8728455.218421407,9060908.575398976,9320744.33990409,9523940.233963067,9681701.507494077,9802277.997454379,9891959.413598185,9955664.177556388,9997310.26219133,10020061.291841287,10026497.327180227,10018738.024663262,9998534.420975449,9730214.75098297,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Add: Development Fee,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6800000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Add: Income,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4024792.3843699596,4170035.1353088953,4321060.50457626,4469738.557654044,4562783.036616999,4717313.301775244,4779624.529853312,4934637.384447886,5103281.967340727,5264307.666624204,5348136.831993097,5512818.620364169,5577712.280798228,5747809.98664202,5934265.4365828615,6107286.335148236,6203944.231474027,6380901.66924583,6234861.801750882,6405328.934828987,6606750.0692229755,6788512.538174145,6895295.177403474,7074640.148892665,6921829.299056353,6880191.332025446,6885957.425178325,6843265.705296814,6725696.148095131,6687451.415710473,6290985.582379019,6230816.290025878,6239148.631141245,6177456.604421854,6062600.976892757,5995722.781350136,5556170.5505572315,5490205.859313523,5501464.9990981575,5418103.175234234,5296760.20244857,5207385.080708336,4753502.528873514,4648168.962249587,4642379.684812854,4554756.429397856,4426607.525082956,4311671.266855215,3826064.2185207345,3693486.7235019663,-8.494970354945402e-09,-8.707344613819037e-09,-8.925028229164514e-09,-9.148153934893626e-09,-9.376857783265967e-09,-9.611279227847616e-09,-9.851561208543806e-09,-1.0097850238757401e-08,-1.0350296494726337e-08,-1.0609053907094495e-08,-1.0874280254771857e-08,-1.1146137261141153e-08,-1.1424790692669682e-08,-1.1710410459986425e-08,-1.2003170721486087e-08,-1.2303249989523238e-08,-1.2610831239261319e-08,-1.2926102020242852e-08,-1.3249254570748923e-08,-1.3580485935017647e-08,-1.3919998083393088e-08,-1.4267998035477914e-08,-1.4624697986364862e-08,-1.4990315436023982e-08,-1.5365073321924582e-08
,,,Less: Dividends,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3796570.2712428505,3828843.5145667484,3736999.2582483916,3810475.1269370653,3732885.450759489,3755346.360529354,3670883.2838722486,3732684.2621467067,3639978.331187135,3711269.932029235,3609301.9284822643,3667387.2684090678,3579481.6027042097,3595838.906641078,3523200.4742368115,3591833.3398641585,3488262.293426905,3542627.6453167163,3403012.9491505316,3433140.969942146,3358741.9877276095,3382330.299655965,3298415.694251083,3347256.548665989,13882461.446836904,14034264.657530649,13679091.542934148,13991253.350528963,13669812.817708358,13739575.945725987,13248375.106629072,13369238.717349928,13016435.18170005,13309397.901878595,12905134.784342129,13121922.136604011,12600732.241181588,12521531.997041753,12261908.44156531,12532990.103668457,12127546.841054583,12316168.596165609,11704276.445411097,11752281.363823174,11475387.3486111,11561058.549144855,11244989.95906019,11401949.135109236,10773491.017336778,10778819.458381254,33013691.174743608,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Closing Balance,,,,,,,9107391.780821197,16049777.18924857,23780889.48486017,32079858.491118472,40808313.709539875,49869222.28493885,59189966.62484294,68713906.85880601,78395608.36630009,88197886.36375447,98089845.77735265,108045509.95490903,118042820.21710035,128062881.50894164,138089378.83612186,148108116.86078513,158106651.28176057,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,174636866.03274354,174865088.14587066,175206279.7666128,175790341.01294068,176449604.44365767,177279502.02951518,178241468.97076106,179350210.21674213,180552163.3390433,182015466.9751969,183568504.70979187,185307339.6133027,187152770.9652578,189151001.64335182,191302972.7233528,193714037.68569884,196229490.68098292,198945172.61903003,201783446.64295915,204615295.49555948,207587483.46044633,210835491.5419417,214241673.78045988,217838553.26361227,221565936.86383894,214605304.71605837,207451231.39055318,200658097.27279735,193510109.6275652,186565992.95795196,179513868.42793646,172556478.9036864,165418056.47636238,158640769.92580357,151508828.62834683,144666294.82089746,137540095.46564358,130495533.77501923,123464207.637291,116703764.19482385,109588877.26638962,102758090.62778361,95649307.11232634,88698533.19578876,81594420.79421517,74761413.13041693,67755111.01066993,60936728.5766927,53846450.70843868,46899023.90962263,39813691.17474334,6799999.999999724,6799999.999999716,6799999.999999707,6799999.999999697,6799999.999999688,6799999.999999679,6799999.999999668,6799999.999999658,6799999.999999648,6799999.999999638,6799999.999999627,6799999.999999615,6799999.999999604,6799999.999999592,6799999.99999958,6799999.999999568,6799999.999999555,6799999.999999542,6799999.999999529,6799999.999999515,6799999.999999501,6799999.999999487,6799999.999999472,6799999.999999457,6799999.999999442
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Working Capital,,,,,,,13.963278211706387,219.51265626923907,1176.9051021568318,3960.8057755701593,10214.009548657918,22143.897333680397,42478.34171921946,74394.37368766917,121430.09130412474,187387.9472423994,276235.6214430481,392009.10477980605,538721.3348470698,720278.6890364649,940406.8127707697,1202586.6077178665,1510000.6966407255,1865490.2932196842,2271522.1154340985,2730164.771877972,3243073.906469657,3811485.2955652247,4436215.041730378,5117665.991368743,5855839.511561284,6650351.788650477,7500453.852211418,8405054.578931132,9362745.988197515,10371830.202176904,11430347.505690401,12536105.003607567,13686705.434476227,14879575.757735595,16111995.187419984,17381122.397272207,18684021.670346588,20017687.810329687,21379069.67189338,22765092.2034591,22947089.598647594,22952925.585031122,23318997.006477363,23329503.483669885,23572659.625364862,23677949.06638605,24009741.6427686,24028921.297091216,24408504.077706806,24432691.44517643,24763950.246815138,24792600.473870084,25041251.563899085,25164981.39895194,25558829.37251521,25597460.914813884,25939239.864283264,25982647.66456227,26234743.137749992,26281859.33204162,26599267.635333464,26742559.574039966,27094294.03050977,27152203.309611894,27407483.990840085,27469323.494343624,27892102.205596544,27960027.38937314,28231823.548768654,28395611.847761884,28654135.152520575,28731625.55420527,29170251.832655206,29254223.36420721,29627602.38576658,29717315.85952145,29888666.997905836,30073253.68918635,30528723.07572794,30629748.97630246,31014875.16670519,31122004.48025666,31387143.392727822,31498943.82016298,31881848.985373482,32091459.694635227,32488990.08966674,32614625.05042146,32883111.080614164,33013691.174743608,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Debt Service Reserve Account Account,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Dividend Lock-up Account,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Value-Added Tax Receivable,,,,,,,570739.1780821198,1264977.7189248572,1467349.7704038974,1603008.1301869904,1702742.422467971,1778936.3793820383,1838165.2915303065,1884468.4573867153,1920564.174145714,1948397.950494845,1969423.7411052557,1984762.3591154567,1995297.443974771,2001737.155403261,2004655.8619021508,2004523.5351843485,2001727.2445638708,1996587.3687314037,1989370.1449422126,1980297.5930103017,1969555.49938196,1957299.9273485132,1943662.5793387494,1928755.245490732,1912673.511272401,1895499.8548880816,1877306.235828608,1858156.2549414379,1838106.9510810333,1817210.2879656088,1795514.3761336496,1773064.4680710533,1749903.7591304919,1726074.0224205465,1701616.1021482206,1676570.286775927,1650976.5806764106,1624874.8906456581,1598305.141598743,1571307.3339781426,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Accumulated Development Fee,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000
,,,Net Plant,,,,,,,9107377.817542985,16049557.676592302,23779712.579758015,32075897.685342904,40798099.699991226,49847078.387605175,59147488.283123724,68639512.48511834,78274178.27499597,88010498.41651207,97813610.15590961,107653500.85012925,117504098.88225332,127342602.8199052,137148972.02335113,146905530.25306728,156596650.58511987,166208500.2548795,175728830.6157486,185146801.70632422,194452833.81853265,203638480.4561221,212696318.47665942,221619852.21522588,230403429.1195525,239042164.96682495,247531877.13718843,255869024.72595865,264050654.51201266,272074351.98236895,279938196.7558563,287640721.86164886,295180876.4183754,302557991.33172625,309771747.6869138,316822147.5599489,323709487.0107513,330434331.053348,336997490.42519194,343400000,336532000,329664000,322796000,315928000,309060000,302192000,295324000,288456000,281588000,274720000,267852000,260984000,254116000,247248000,240380000,233512000,226644000,219776000,212908000,206040000,199172000,192304000,185436000,178568000,171700000,164832000,157964000,151096000,144228000,137360000,130492000,123624000,116756000,109888000,103020000,96152000,89284000,82416000,75548000,68680000,61812000,54944000,48076000,41208000,34340000,27472000,20604000,13736000,6868000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Net Interest During Construction,,,,,,,False,14044.522631585447,28700.567186087843,43970.29947031752,59855.89296165059,76359.52883519555,93483.39599105608,111229.69108169035,129600.61853936738,148598.39060372044,168225.22734939816,188483.35671381358,209375.0145249914,230902.44452951386,253067.89842056576,275873.63586607855,299321.9245369743,323415.0401355095,349143.2852377014,416884.2745427417,526579.5180360819,678137.3016170583,871435.5416980017,1106324.1929790888,1382627.2920062465,1700144.705516552,2058653.6412898102,2457909.9697572137,2897649.3966077445,3377588.5198141355,3897425.798671878,4456842.457451675,5055503.341985371,5693057.743838701,6369140.203589735,7083371.302061283,7835358.4460905455,8624696.653509662,9450969.340412732,10313749.112459714,10107474.130210519,9901199.147961324,9694924.16571213,9488649.183462935,9282374.20121374,9076099.218964545,8869824.23671535,8663549.254466156,8457274.27221696,8250999.289967766,8044724.307718571,7838449.3254693765,7632174.343220182,7425899.360970987,7219624.378721792,7013349.3964725975,6807074.414223403,6600799.431974208,6394524.449725013,6188249.4674758185,5981974.485226624,5775699.502977429,5569424.520728234,5363149.538479039,5156874.556229845,4950599.57398065,4744324.591731455,4538049.60948226,4331774.627233066,4125499.6449838714,3919224.662734677,3712949.680485483,3506674.6982362885,3300399.715987094,3094124.7337379,2887849.7514887056,2681574.7692395113,2475299.786990317,2269024.8047411228,2062749.8224919285,1856474.8402427342,1650199.85799354,1443924.8757443456,1237649.8934951513,1031374.911245957,825099.9289967627,618824.9467475684,412549.96449837415,206274.98224917985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Net Fees,,,,,,,3370685.431580507,3503406.1704489896,3636035.181029035,3768572.1384496205,3901016.716689141,4033368.5885713296,4165627.4257611707,4297792.898760796,4429864.676905365,4561842.428358932,4693725.820110301,4825514.517968859,4957208.186560403,5088806.489322945,5220309.088502507,5351715.6451489,5483025.819111486,5614239.269034926,5745207.449532817,5869873.718400281,5988246.8491395,6100340.598865574,6206173.280116653,6305767.39968771,6399149.352096857,6486349.157333531,6567400.234230763,6642339.202223873,6711205.705459514,6774042.254241776,6830894.079676335,6881808.998122585,6926837.282705751,6966031.539690972,6999446.5879915375,7027139.340484026,7049168.686142857,7065595.37229321,7076481.88652097,7081892.337977143,6940254.4912176,6798616.644458057,6656978.797698515,6515340.950938972,6373703.104179429,6232065.257419886,6090427.410660343,5948789.5639008,5807151.717141258,5665513.870381715,5523876.023622172,5382238.176862629,5240600.330103086,5098962.4833435435,4957324.636584001,4815686.789824458,4674048.943064915,4532411.096305372,4390773.249545829,4249135.402786287,4107497.5560267437,3965859.709267201,3824221.862507658,3682584.0157481153,3540946.1689885724,3399308.3222290296,3257670.475469487,3116032.628709944,2974394.781950401,2832756.9351908583,2691119.0884313155,2549481.2416717727,2407843.39491223,2266205.548152687,2124567.701393144,1982929.8546336014,1841292.0078740586,1699654.1611145157,1558016.314354973,1416378.46759543,1274740.6208358873,1133102.7740763444,991464.9273168016,849827.0805572588,708189.233797716,566551.3870381732,424913.54027863033,283275.6935190875,141637.84675954466,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09,1.8044374883174896e-09
,,,Total Assets,,,,,,,13048816.390483823,20832205.601254,28912975.00347919,37495409.05922541,46471928.74165864,55757886.78172742,65287242.73812548,75007397.90603521,84875637.83589053,94856725.13321197,104921220.56591763,115044270.18870719,125204700.86216056,135384327.5981974,145567411.68494713,155740229.6769845,165890726.26997295,176008232.22600102,186084073.61089543,196144022.06415552,206180289.59155983,216185743.57951847,226153804.9195432,236078365.04475215,245953718.78648928,255774510.47321358,265535691.10074902,275232484.7318123,284860362.5533585,294415023.24656737,303892378.5160286,313288542.78890175,322599826.2366732,331822730.3954121,340953945.76806325,349990350.8865423,358929012.3940077,367767185.7801263,376502316.4656178,391932040.98787415,383326818.2200757,376116741.3774505,369266899.969888,362061493.6180718,355088736.930758,347978113.54277045,341093993.2901443,333897260.11545825,327060930.06706506,319869204.6055259,312984550.5781559,305797287.97620213,298830026.2372224,291737843.24326646,284915778.38782096,277738497.10111094,270864363.22157156,263691858.19284186,256728040.83702084,249559244.20230374,242660739.67658687,235588118.7862846,228723940.41374567,221565936.86383903,214605304.7160585,207451231.39055333,200658097.2727975,193510109.62756532,186565992.9579521,179513868.42793658,172556478.90368658,165418056.47636253,158640769.92580372,151508828.62834698,144666294.8208976,137540095.46564376,130495533.7750194,123464207.63729118,116703764.19482404,109588877.26638982,102758090.6277838,95649307.11232655,88698533.19578896,81594420.7942154,74761413.13041715,67755111.01067016,60936728.57669294,53846450.70843892,46899023.909622885,39813691.17474361,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002,6800000.000000002
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Value-Added Tax Debt,,,,,,,570739.1780821198,1264977.7189248572,1467349.7704038974,1603008.1301869904,1702742.422467971,1778936.3793820383,1838165.2915303065,1884468.4573867153,1920564.174145714,1948397.950494845,1969423.7411052557,1984762.3591154567,1995297.443974771,2001737.155403261,2004655.8619021508,2004523.5351843485,2001727.2445638708,1996587.3687314037,1989370.1449422126,1980297.5930103017,1969555.49938196,1957299.9273485132,1943662.5793387494,1928755.245490732,1912673.511272401,1895499.8548880816,1877306.235828608,1858156.2549414379,1838106.9510810333,1817210.2879656088,1795514.3761336496,1773064.4680710533,1749903.7591304919,1726074.0224205465,1701616.1021482206,1676570.286775927,1650976.5806764106,1624874.8906456581,1598305.141598743,1571307.3339781426,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Senior Debt - Construction,,,,,,,3370685.431580507,3517450.693080575,3664735.7482151226,3812542.437919938,3960872.6096507916,4109728.117406525,4259110.821752227,4409022.589842486,4559465.295444732,4710440.818962652,4861951.047459698,5013997.874682671,5166583.201085392,5319708.9338524565,5473376.986923071,5627589.281014977,5782347.743648458,6174778.824526054,16257837.433209676,26326858.43840166,36373868.05943434,46391577.6194264,56373276.307460904,66312743.76651788,76204179.24247336,86042144.58558197,95821518.8321769,105537462.44412734,115185389.5695339,124760946.92585824,134259998.10715136,143678612.28808713,153013056.44479918,162259790.340248,171415463.63317153,180476914.56702292,189441169.7805878,198305444.85673708,207067145.29127553,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
